timestamp,ecg_measurement,qrs_detected
0.000000000000000000e+00,1.442741718509327475e-01,0.000000000000000000e+00
1.000000000000000000e+00,-5.669822073634781141e-03,0.000000000000000000e+00
2.000000000000000000e+00,-2.217846699833814217e-01,0.000000000000000000e+00
3.000000000000000000e+00,-1.104110550194953161e-01,0.000000000000000000e+00
4.000000000000000000e+00,-3.578439900258520989e-01,0.000000000000000000e+00
5.000000000000000000e+00,-3.228160223430285303e-01,0.000000000000000000e+00
6.000000000000000000e+00,-1.858527415518908266e-01,0.000000000000000000e+00
7.000000000000000000e+00,-2.446418984494685700e-01,0.000000000000000000e+00
8.000000000000000000e+00,-1.436920686687647164e-01,0.000000000000000000e+00
9.000000000000000000e+00,-6.535283851005685429e-02,0.000000000000000000e+00
1.000000000000000000e+01,-2.132635653616757609e-01,0.000000000000000000e+00
1.100000000000000000e+01,-6.167416318342182346e-02,0.000000000000000000e+00
1.200000000000000000e+01,-3.070149493563497679e-03,0.000000000000000000e+00
1.300000000000000000e+01,5.978680655941916861e-02,0.000000000000000000e+00
1.400000000000000000e+01,1.190946089067307506e-01,0.000000000000000000e+00
1.500000000000000000e+01,4.413152293487378197e-02,0.000000000000000000e+00
1.600000000000000000e+01,-2.648933377104819784e-02,0.000000000000000000e+00
1.700000000000000000e+01,1.527984808263896932e-01,0.000000000000000000e+00
1.800000000000000000e+01,9.091477386432124733e-04,0.000000000000000000e+00
1.900000000000000000e+01,5.451916643816244468e-02,0.000000000000000000e+00
2.000000000000000000e+01,1.237076418447984466e-01,0.000000000000000000e+00
2.100000000000000000e+01,3.183766484739572467e-02,0.000000000000000000e+00
2.200000000000000000e+01,1.335564829245092927e-02,0.000000000000000000e+00
2.300000000000000000e+01,2.158508961692802430e-01,0.000000000000000000e+00
2.400000000000000000e+01,-7.044217964867688364e-02,0.000000000000000000e+00
2.500000000000000000e+01,2.228005489460758992e-01,0.000000000000000000e+00
2.600000000000000000e+01,4.835376661565387452e-02,0.000000000000000000e+00
2.700000000000000000e+01,2.952140680884230983e-01,0.000000000000000000e+00
2.800000000000000000e+01,2.448966009163318636e-01,0.000000000000000000e+00
2.900000000000000000e+01,4.892289129778318868e-01,0.000000000000000000e+00
3.000000000000000000e+01,5.471743321461199905e-01,0.000000000000000000e+00
3.100000000000000000e+01,3.254746953401242981e-01,0.000000000000000000e+00
3.200000000000000000e+01,-2.905331109365054121e-01,0.000000000000000000e+00
3.300000000000000000e+01,-1.950203302327983002e-01,0.000000000000000000e+00
3.400000000000000000e+01,-4.524632542023268589e-01,0.000000000000000000e+00
3.500000000000000000e+01,-5.416948996240663478e-02,0.000000000000000000e+00
3.600000000000000000e+01,-6.019353655095278643e-01,0.000000000000000000e+00
3.700000000000000000e+01,1.653626768933882829e+00,0.000000000000000000e+00
3.800000000000000000e+01,6.158158838206218455e+00,0.000000000000000000e+00
3.900000000000000000e+01,-2.365169124233909681e+00,1.000000000000000000e+00
4.000000000000000000e+01,-1.459029600260878690e+00,0.000000000000000000e+00
4.100000000000000000e+01,-1.088235748560717031e+00,0.000000000000000000e+00
4.200000000000000000e+01,-8.948822534187070854e-01,0.000000000000000000e+00
4.300000000000000000e+01,-8.827783522876979649e-01,0.000000000000000000e+00
4.400000000000000000e+01,-5.595827827458417225e-01,0.000000000000000000e+00
4.500000000000000000e+01,-5.573827723705265802e-01,0.000000000000000000e+00
4.600000000000000000e+01,-3.634380636737758463e-01,0.000000000000000000e+00
4.700000000000000000e+01,-2.616757099600618419e-01,0.000000000000000000e+00
4.800000000000000000e+01,-3.507615009848055743e-01,0.000000000000000000e+00
4.900000000000000000e+01,-3.771016737671229607e-02,0.000000000000000000e+00
5.000000000000000000e+01,-3.577535620904416236e-01,0.000000000000000000e+00
5.100000000000000000e+01,3.589019236029526994e-01,0.000000000000000000e+00
5.200000000000000000e+01,6.235587973410298274e-02,0.000000000000000000e+00
5.300000000000000000e+01,3.469546325402873554e-01,0.000000000000000000e+00
5.400000000000000000e+01,3.163216794421377931e-01,0.000000000000000000e+00
5.500000000000000000e+01,1.545589143424063172e-01,0.000000000000000000e+00
5.600000000000000000e+01,-9.685376941565705666e-02,0.000000000000000000e+00
5.700000000000000000e+01,-1.179993821274111926e-01,0.000000000000000000e+00
5.800000000000000000e+01,-3.359631136401971530e-01,0.000000000000000000e+00
5.900000000000000000e+01,-1.457642417841831517e-01,0.000000000000000000e+00
6.000000000000000000e+01,-2.852745335042630170e-01,0.000000000000000000e+00
6.100000000000000000e+01,-1.073326705377616597e-01,0.000000000000000000e+00
6.200000000000000000e+01,-3.808400812943321667e-01,0.000000000000000000e+00
6.300000000000000000e+01,-7.076566892381484786e-02,0.000000000000000000e+00
6.400000000000000000e+01,-2.270304450908965099e-01,0.000000000000000000e+00
6.500000000000000000e+01,1.123782789220983541e-01,0.000000000000000000e+00
6.600000000000000000e+01,-6.857993174835300132e-02,0.000000000000000000e+00
6.700000000000000000e+01,4.701761393515391935e-02,0.000000000000000000e+00
6.800000000000000000e+01,-6.538712477043679208e-03,0.000000000000000000e+00
6.900000000000000000e+01,1.466712659846103606e-01,0.000000000000000000e+00
7.000000000000000000e+01,-9.285595306567848151e-02,0.000000000000000000e+00
7.100000000000000000e+01,3.278566233312009137e-01,0.000000000000000000e+00
7.200000000000000000e+01,-8.605408370560420350e-02,0.000000000000000000e+00
7.300000000000000000e+01,2.260462739246233699e-01,0.000000000000000000e+00
7.400000000000000000e+01,-1.293028768230948186e-02,0.000000000000000000e+00
7.500000000000000000e+01,1.815623568542742705e-01,0.000000000000000000e+00
7.600000000000000000e+01,6.655056929521178943e-02,0.000000000000000000e+00
7.700000000000000000e+01,1.887043093755907675e-01,0.000000000000000000e+00
7.800000000000000000e+01,1.674849128361374506e-01,0.000000000000000000e+00
7.900000000000000000e+01,1.870404808431800070e-01,0.000000000000000000e+00
8.000000000000000000e+01,1.437412671420912162e-02,0.000000000000000000e+00
8.100000000000000000e+01,3.054251319074501869e-01,0.000000000000000000e+00
8.200000000000000000e+01,1.118388785070533603e-01,0.000000000000000000e+00
8.300000000000000000e+01,4.299942468483691216e-01,0.000000000000000000e+00
8.400000000000000000e+01,8.086092144461592968e-02,0.000000000000000000e+00
8.500000000000000000e+01,6.472820935124542485e-01,0.000000000000000000e+00
8.600000000000000000e+01,6.592724740566194841e-01,0.000000000000000000e+00
8.700000000000000000e+01,3.466320865339412860e-01,0.000000000000000000e+00
8.800000000000000000e+01,-5.325798663656776677e-01,0.000000000000000000e+00
8.900000000000000000e+01,6.716148122852870495e-02,0.000000000000000000e+00
9.000000000000000000e+01,-7.278993102923430047e-01,0.000000000000000000e+00
9.100000000000000000e+01,2.308525386643947575e-01,0.000000000000000000e+00
9.200000000000000000e+01,-7.636018944016428334e-01,0.000000000000000000e+00
9.300000000000000000e+01,3.219904605456614721e+00,0.000000000000000000e+00
9.400000000000000000e+01,4.963367549913957788e+00,0.000000000000000000e+00
9.500000000000000000e+01,-3.416371442791664048e+00,1.000000000000000000e+00
9.600000000000000000e+01,-8.501191381031322214e-01,0.000000000000000000e+00
9.700000000000000000e+01,-1.323484817293903992e+00,0.000000000000000000e+00
9.800000000000000000e+01,-7.311366240576244735e-01,0.000000000000000000e+00
9.900000000000000000e+01,-7.430513336450745854e-01,0.000000000000000000e+00
1.000000000000000000e+02,-3.828457629236591830e-01,0.000000000000000000e+00
1.010000000000000000e+02,-7.172155888468989549e-01,0.000000000000000000e+00
1.020000000000000000e+02,-3.797695223950054433e-01,0.000000000000000000e+00
1.030000000000000000e+02,-3.956043089047356909e-01,0.000000000000000000e+00
1.040000000000000000e+02,-7.227692260119555900e-02,0.000000000000000000e+00
1.050000000000000000e+02,-2.403510367895607958e-01,0.000000000000000000e+00
1.060000000000000000e+02,4.319867040648536771e-02,0.000000000000000000e+00
1.070000000000000000e+02,-3.704147396574182516e-02,0.000000000000000000e+00
1.080000000000000000e+02,8.966032571017598651e-02,0.000000000000000000e+00
1.090000000000000000e+02,1.878340574352315995e-01,0.000000000000000000e+00
1.100000000000000000e+02,2.373522180249993396e-01,0.000000000000000000e+00
1.110000000000000000e+02,-1.452995784570130979e-03,0.000000000000000000e+00
1.120000000000000000e+02,-1.196283257295346347e-01,0.000000000000000000e+00
1.130000000000000000e+02,-3.059719899899125406e-01,0.000000000000000000e+00
1.140000000000000000e+02,-2.548733526517406589e-01,0.000000000000000000e+00
1.150000000000000000e+02,-3.453865706933333390e-01,0.000000000000000000e+00
1.160000000000000000e+02,-4.342057881350569470e-01,0.000000000000000000e+00
1.170000000000000000e+02,-1.627034884704941509e-01,0.000000000000000000e+00
1.180000000000000000e+02,-3.191964992670110468e-01,0.000000000000000000e+00
1.190000000000000000e+02,-1.966127807074011524e-01,0.000000000000000000e+00
1.200000000000000000e+02,-2.383124099473964141e-01,0.000000000000000000e+00
1.210000000000000000e+02,-1.014917162947099605e-01,0.000000000000000000e+00
1.220000000000000000e+02,-2.587150914928664294e-02,0.000000000000000000e+00
1.230000000000000000e+02,1.339283123253125207e-01,0.000000000000000000e+00
1.240000000000000000e+02,-8.814885794217361403e-02,0.000000000000000000e+00
1.250000000000000000e+02,1.651809522677760989e-01,0.000000000000000000e+00
1.260000000000000000e+02,-1.635025453715596017e-02,0.000000000000000000e+00
1.270000000000000000e+02,2.012602515693917571e-01,0.000000000000000000e+00
1.280000000000000000e+02,5.636090639853151563e-02,0.000000000000000000e+00
1.290000000000000000e+02,1.560441087443792396e-01,0.000000000000000000e+00
1.300000000000000000e+02,2.080103299169159536e-01,0.000000000000000000e+00
1.310000000000000000e+02,-2.194791728712388798e-03,0.000000000000000000e+00
1.320000000000000000e+02,1.600671048272166719e-01,0.000000000000000000e+00
1.330000000000000000e+02,2.338896099184518407e-01,0.000000000000000000e+00
1.340000000000000000e+02,1.362706255645647069e-01,0.000000000000000000e+00
1.350000000000000000e+02,1.272193633973644766e-01,0.000000000000000000e+00
1.360000000000000000e+02,2.321563521279720876e-01,0.000000000000000000e+00
1.370000000000000000e+02,4.977103068445287160e-01,0.000000000000000000e+00
1.380000000000000000e+02,3.321700696428779298e-01,0.000000000000000000e+00
1.390000000000000000e+02,7.642161575103995075e-01,0.000000000000000000e+00
1.400000000000000000e+02,3.365543627831377727e-01,0.000000000000000000e+00
1.410000000000000000e+02,3.469317456039314879e-02,0.000000000000000000e+00
1.420000000000000000e+02,-4.127927723272376559e-01,0.000000000000000000e+00
1.430000000000000000e+02,2.654687388860990996e-02,0.000000000000000000e+00
1.440000000000000000e+02,-6.086781369824491028e-01,0.000000000000000000e+00
1.450000000000000000e+02,3.904072964668468537e-01,0.000000000000000000e+00
